DATE,DEXCAUS
2021-04-01,1.2569
2021-04-02,1.2566
2021-04-05,1.2512
2021-04-06,1.254
2021-04-07,1.2614
2021-04-08,1.2576
2021-04-09,1.254
2021-04-12,1.2556
2021-04-13,1.2541
2021-04-14,1.2515
2021-04-15,1.2539
2021-04-16,1.2498
2021-04-19,1.2534
2021-04-20,1.2574
2021-04-21,1.2484
2021-04-22,1.249
2021-04-23,1.2495
2021-04-26,1.2399
2021-04-27,1.2396
2021-04-28,1.2354
2021-04-29,1.2295
2021-04-30,1.2291
2021-05-03,1.2275
2021-05-04,1.232
2021-05-05,1.2262
2021-05-06,1.2192
2021-05-07,1.2137
2021-05-10,1.2085
2021-05-11,1.2092
2021-05-12,1.2104
2021-05-13,1.2147
2021-05-14,1.2114
2021-05-17,1.2073
2021-05-18,1.2061
2021-05-19,1.2089
2021-05-20,1.2049
2021-05-21,1.2072
2021-05-24,1.2082
2021-05-25,1.2069
2021-05-26,1.2111
2021-05-27,1.2075
2021-05-28,1.2087
2021-05-31,.
2021-06-01,1.2031
2021-06-02,1.2047
2021-06-03,1.2116
2021-06-04,1.2088
2021-06-07,1.2062
2021-06-08,1.2101
2021-06-09,1.2102
2021-06-10,1.2095
2021-06-11,1.2162
2021-06-14,1.2131
2021-06-15,1.2202
2021-06-16,1.2165
2021-06-17,1.2353
2021-06-18,1.2437
2021-06-21,1.237
2021-06-22,1.2364
2021-06-23,1.2286
2021-06-24,1.2337
2021-06-25,1.2293
2021-06-28,1.2325
2021-06-29,1.2378
2021-06-30,1.2404
2021-07-01,1.2405
2021-07-02,1.2346
2021-07-05,.
2021-07-06,1.2466
2021-07-07,1.2506
2021-07-08,1.2533
2021-07-09,1.2476
2021-07-12,1.2455
2021-07-13,1.2511
2021-07-14,1.2521
2021-07-15,1.2575
2021-07-16,1.2586
2021-07-19,1.2752
2021-07-20,1.2724
2021-07-21,1.2538
2021-07-22,1.2578
2021-07-23,1.258
2021-07-26,1.254
2021-07-27,1.2579
2021-07-28,1.2563
2021-07-29,1.2439
2021-07-30,1.2466
2021-08-02,1.2501
2021-08-03,1.255
2021-08-04,1.2551
2021-08-05,1.2487
2021-08-06,1.2563
2021-08-09,1.2571
2021-08-10,1.2531
2021-08-11,1.2513
2021-08-12,1.2518
2021-08-13,1.2512
2021-08-16,1.257
2021-08-17,1.2622
2021-08-18,1.2638
2021-08-19,1.279
2021-08-20,1.2853
2021-08-23,1.2666
2021-08-24,1.2615
2021-08-25,1.2624
2021-08-26,1.2654
2021-08-27,1.2613
2021-08-30,1.2606
2021-08-31,1.2629
2021-09-01,1.2615
2021-09-02,1.2559
2021-09-03,1.2524
2021-09-06,.
2021-09-07,1.2622
2021-09-08,1.2681
2021-09-09,1.2648
2021-09-10,1.2636
2021-09-13,1.2643
2021-09-14,1.2663
2021-09-15,1.2653
2021-09-16,1.2679
2021-09-17,1.2738
2021-09-20,1.2818
2021-09-21,1.2789
2021-09-22,1.2733
2021-09-23,1.2662
2021-09-24,1.2672
2021-09-27,1.2643
2021-09-28,1.2692
2021-09-29,1.275
2021-09-30,1.2673
2021-10-01,1.2657
2021-10-04,1.2571
2021-10-05,1.2562
2021-10-06,1.2612
2021-10-07,1.2546
2021-10-08,1.2477
2021-10-11,.
2021-10-12,1.2439
2021-10-13,1.2448
2021-10-14,1.2362
2021-10-15,1.2387
2021-10-18,1.2362
2021-10-19,1.2354
2021-10-20,1.2328
2021-10-21,1.2339
2021-10-22,1.2385
2021-10-25,1.2373
2021-10-26,1.2388
2021-10-27,1.2337
2021-10-28,1.2348
2021-10-29,1.2397
2021-11-01,1.2355
2021-11-02,1.242
2021-11-03,1.2416
2021-11-04,1.2462
2021-11-05,1.2439
2021-11-08,1.2441
2021-11-09,1.2457
2021-11-10,1.2447
2021-11-11,.
2021-11-12,1.2558
2021-11-15,1.2515
2021-11-16,1.2562
2021-11-17,1.2594
2021-11-18,1.2629
2021-11-19,1.2631
2021-11-22,1.2684
2021-11-23,1.2712
2021-11-24,1.2657
2021-11-25,.
2021-11-26,1.2756
2021-11-29,1.2792
2021-11-30,1.2812
2021-12-01,1.2778
2021-12-02,1.2814
2021-12-03,1.2833
2021-12-06,1.2785
2021-12-07,1.2651
2021-12-08,1.2653
2021-12-09,1.2698
2021-12-10,1.2706
2021-12-13,1.2795
2021-12-14,1.2858
2021-12-15,1.2916
2021-12-16,1.2772
2021-12-17,1.283
2021-12-20,1.2941
2021-12-21,1.2927
2021-12-22,1.2844
2021-12-23,1.2809
2021-12-24,.
2021-12-27,1.2797
2021-12-28,1.2814
2021-12-29,1.281
2021-12-30,1.2777
2021-12-31,.
2022-01-03,1.2757
2022-01-04,1.2697
2022-01-05,1.27
2022-01-06,1.2725
2022-01-07,1.2643
2022-01-10,1.2679
2022-01-11,1.2598
2022-01-12,1.2501
2022-01-13,1.2482
2022-01-14,1.2549
2022-01-17,.
2022-01-18,1.2535
2022-01-19,1.2499
2022-01-20,1.2462
2022-01-21,1.2542
2022-01-24,1.2688
2022-01-25,1.2637
2022-01-26,1.2597
2022-01-27,1.2709
2022-01-28,1.2753
2022-01-31,1.2694
2022-02-01,1.2688
2022-02-02,1.2689
2022-02-03,1.2679
2022-02-04,1.2759
2022-02-07,1.2685
2022-02-08,1.2709
2022-02-09,1.2675
2022-02-10,1.2647
2022-02-11,1.2678
2022-02-14,1.2732
2022-02-15,1.2742
2022-02-16,1.2687
2022-02-17,1.2696
2022-02-18,1.2748
2022-02-21,.
2022-02-22,1.2736
2022-02-23,1.2717
2022-02-24,1.284
2022-02-25,1.274
2022-02-28,1.2662
2022-03-01,1.2709
2022-03-02,1.2657
2022-03-03,1.2675
2022-03-04,1.276
2022-03-07,1.2772
2022-03-08,1.2893
2022-03-09,1.2812
2022-03-10,1.2772
2022-03-11,1.2723
2022-03-14,1.2774
2022-03-15,1.2806
2022-03-16,1.2742
2022-03-17,1.2637
2022-03-18,1.2633
2022-03-21,1.258
2022-03-22,1.2604
2022-03-23,1.2555
2022-03-24,1.2532
2022-03-25,1.2512
2022-03-28,1.255
2022-03-29,1.2513
2022-03-30,1.2495
2022-03-31,1.2482
2022-04-01,1.2507
2022-04-04,1.2491
2022-04-05,1.2452
2022-04-06,1.2502
2022-04-07,1.2592
2022-04-08,1.2577
2022-04-11,1.2622
2022-04-12,1.2609
2022-04-13,1.2595
2022-04-14,1.2628
2022-04-15,1.2613
2022-04-18,1.262
2022-04-19,1.2618
2022-04-20,1.249
2022-04-21,1.2526
2022-04-22,1.2716
2022-04-25,1.2775
2022-04-26,1.2796
2022-04-27,1.283
2022-04-28,1.2831
2022-04-29,1.2802
2022-05-02,1.2884
2022-05-03,1.2837
2022-05-04,1.2817
2022-05-05,1.2849
2022-05-06,1.289
2022-05-09,1.2962
2022-05-10,1.303
2022-05-11,1.2943
2022-05-12,1.3055
2022-05-13,1.2929
2022-05-16,1.2883
